system:index,cluster,.geo
268,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.58003380648027,5.207264207455632]}"
269,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.29110359113447,1.6157997015457841]}"
270,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.69501816284757,6.675111381706929]}"
271,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.7481938533856,-0.8788218424541281]}"
272,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.03655305958796,0.34827683565313894]}"
273,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.65172394043486,0.7102978951533068]}"
274,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.21170166858201,2.3649946485014652]}"
275,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.48768242099094,-3.6429379716898946]}"
276,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.81841466291263,0.8064176305540949]}"
277,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.0865085379487,1.553815946941537]}"
278,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.57030455572067,-2.1077171511296324]}"
279,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.4280434346891,6.520601152838371]}"
280,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.60051996924005,5.643845435537719]}"
281,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.93017880710265,-3.1587460335494733]}"
282,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.20398987998414,-3.246780931393186]}"
283,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.87877687572362,0.7219759938468604]}"
284,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.80226785920773,3.0791552993764846]}"
285,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.14507412019145,3.8247569851956875]}"
286,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.27405847214546,-3.1596443488335932]}"
287,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.7030801289954,0.0015271359830038023]}"
288,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.04354162167668,-0.25898429641165777]}"
289,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.41651755336126,1.9311083662717365]}"
290,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.25449349607906,0.9672160664114893]}"
291,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.73254944459636,-2.5865191975653374]}"
292,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.27495678742957,3.515736527458572]}"
293,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.37609336557588,1.6454441059217286]}"
294,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.57102778222982,-2.1256834568120233]}"
295,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.51353560404617,1.3004910368198317]}"
296,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.549118037861,-1.2076052364418715]}"
297,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.02415173438526,-3.788465047717258]}"
298,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.51355847545543,-0.6048356807976738]}"
299,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.46160840634221,0.5737539719671387]}"
300,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.34322874902266,-0.7063453079031792]}"
301,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.43575522328698,3.918181774744118]}"
302,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.28808133914143,-1.4196076434940785]}"
303,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.53185208727851,0.7076029493009477]}"
304,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.76830696718616,-3.3698501253175603]}"
305,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.88922935299236,5.535149286159257]}"
306,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.29993452660995,-3.683362159475273]}"
307,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.46577267662212,4.3808141460656715]}"
308,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.0872088930486,-1.8373242506096563]}"
309,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.66013608413263,-2.4948910385851466]}"
310,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.3250873545653,-3.631259872996342]}"
311,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.72608614883255,-1.0575865839939116]}"
312,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.57733886062792,6.5430590349413595]}"
313,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.8139459579013,3.0584940478417355]}"
314,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.66627207375575,0.4156504819621034]}"
315,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.81107592327396,-4.792781535362883]}"
316,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.82742068716308,3.3064290662587235]}"
317,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.08002237077564,2.9228484399396875]}"
318,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.6727124981103,1.2151510848284772]}"
319,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.14452598245728,-3.4300372493535676]}"
320,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.72284306524602,0.8872660061248521]}"
321,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.01155244899833,-0.1583729845902706]}"
322,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.23919926483977,-1.4654217229841748]}"
323,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.21783765820513,4.172405000149942]}"
324,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.81232441610803,-0.83660102410051]}"
325,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.43286231725038,0.10932497007734643]}"
326,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.16211923918047,-2.635028222907792]}"
327,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.67253740933532,1.922125213430541]}"
328,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.12384185951326,-0.43685072266732305]}"
329,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.9353936100324,3.141139053980732]}"
330,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.74692248914228,2.820440497550062]}"
331,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.03887495648112,0.5971101693542469]}"
332,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.69893873012474,0.6114832139001587]}"
333,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.77439721399078,-0.9470938040472117]}"
334,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.15872393822822,0.6923315894709159]}"
335,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.91078891981122,-0.5051226842604066]}"
336,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.61988698512222,1.3705596289811544]}"
337,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.95064209845317,0.7534170287910431]}"
338,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.01424739485068,0.17490198581807181]}"
339,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.17561683985151,-0.5419536109093066]}"
340,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.93125221116175,0.2270042722970036]}"
341,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.11792670148364,2.589573469531345]}"
342,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.96413969912422,4.1131161913980545]}"
343,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.63857651731375,0.810010891690573]}"
344,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.54013488501981,2.690184781352732]}"
345,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.915828633966,0.905232311807243]}"
346,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.1181017902586,2.647963962999114]}"
347,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.89891286093345,0.28180150462829445]}"
348,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.24583764937856,-0.13322015663492426]}"
349,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.38689602039457,0.5584826121371069]}"
350,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.82687254942891,2.3308586677049234]}"
351,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.1315765195204,2.185331591677561]}"
352,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.94761984646013,-2.3951780420478794]}"
353,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.45155184944193,1.9427864649652902]}"
354,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.1401866234024,1.4639844185295852]}"
355,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[119.25880998372469,5.316858672118213]}"
356,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.86764691476424,-2.5955023504065338]}"
357,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.31805304965806,1.6247828543869796]}"
358,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.36693512395972,-3.248577561961426]}"
359,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.04069445845862,4.565867094594292]}"
360,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.05521972037025,0.3860060775861589]}"
361,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.32418903928118,-1.8076798462337127]}"
362,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.02844535062162,-2.63951979932839]}"
363,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.92768182143453,1.2483887503409]}"
364,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.59366075310778,0.23598742513819904]}"
365,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.57586953620036,0.9573345982861747]}"
366,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.83333584519272,0.981589110957402]}"
367,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.60516376302635,-2.371821844660772]}"
368,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.24476424531946,-0.3793585444836731]}"
369,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.0135470397508,-0.7512610721091555]}"
370,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.95658012789207,0.8719946462948203]}"
371,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.97581779781778,-1.6244235282733293]}"
372,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.08019745955062,0.7246709396992186]}"
373,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.50814571234145,2.5617256957236405]}"
374,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.09384727758739,-2.2631256952823104]}"
375,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.64830576807336,0.810909206974693]}"
376,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.24601273815352,-0.2562893505592987]}"
377,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.92676063474114,1.8718195575198475]}"
378,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.04281839516754,0.15783399541980092]}"
379,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.64451454675265,-2.6269433853507156]}"
380,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.25843693476548,-0.3551040318124459]}"
381,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.12872935630233,1.2816264158533217]}"
382,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.57462104336629,1.7316823731972022]}"
383,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.34522333977513,1.5071035521673224]}"
384,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.38255666133969,-2.542501748643481]}"
385,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.20633464828654,4.3035590316313925]}"
386,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.7318262180872,0.254852046104709]}"
387,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.49990865741866,4.564070464026054]}"
388,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.53993692483559,-0.109863959247817]}"
389,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.75625581953341,0.4372100487809716]}"
390,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.19570708224283,1.347203431594047]}"
391,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.62043512285639,-0.319171420447665]}"
392,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.68154343358577,3.4043454322277515]}"
393,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.82257893319255,1.2241342376696727]}"
394,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.98427568433405,3.160901990231361]}"
395,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.92875522549362,-0.8887033105794426]}"
396,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.24244234842631,-3.6600059620881655]}"
397,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.59133885621462,3.5732287056422214]}"
398,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.3153581038057,0.7507220829386849]}"
399,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.51443391933029,-0.8042616738722064]}"
400,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.86694655966434,-1.580406079351473]}"
401,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.6238532952179,-1.1528080041105806]}"
402,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.24226725965133,-1.6136437448638965]}"
403,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.46899288879939,-2.828166008993488]}"
404,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.0537961387612,-0.26347587283225504]}"
405,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.28411502904575,-1.9379355624310435]}"
406,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.3157311527649,-2.1831756349956724]}"
407,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.39568121305155,-2.90272617757541]}"
408,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.03727628609711,1.2412022280679436]}"
409,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.955331635058,-1.585795971056191]}"
410,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.5273605108579,-0.24730619771810325]}"
411,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.08685871549865,-2.3529572236942613]}"
412,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.46772152455607,2.6165229280549314]}"
413,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.64291587636863,3.584008489051656]}"
414,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.6100055169969,1.3768478359699916]}"
415,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.45354644019439,-0.4907496397144939]}"
416,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.1364411449002,4.152642063899313]}"
417,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.15887615559393,1.0920818909041028]}"
418,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.52808373736706,1.1244212411324055]}"
419,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.77027868652938,-2.0529199187983416]}"
420,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.54804463380191,3.7870277432626676]}"
421,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.60371731000807,1.324745549491059]}"
422,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.65978590658268,-1.1878423001912424]}"
423,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.46217941548564,2.285942903498947]}"
424,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.36441526688233,0.31234422428835806]}"
425,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.73397302620539,1.556510892793896]}"
426,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.53814029426734,0.6788568602091232]}"
427,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.06150792735907,2.804270822435911]}"
428,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.95246160043067,3.731332195647257]}"
429,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.09494355305573,-0.3551040318124459]}"
430,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.43089059790718,1.940091519112931]}"
431,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.87735329411457,-1.967579966806987]}"
432,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.16608554927615,-1.5875926016244293]}"
433,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.60661021604466,2.9794423028392174]}"
434,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.292748004337,-1.6944921204346528]}"
435,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.30497424076472,3.129460955287178]}"
436,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.6813683448108,4.007114987871951]}"
437,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.22754403755548,4.625155903346181]}"
438,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.31216076303768,5.483046999680324]}"
439,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.45711682992162,-2.3430757555689468]}"
440,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.8098274304399,5.611506085309416]}"
441,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.37539301047599,-1.1716726250770915]}"
442,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.9797612365042,1.9841089680347883]}"
443,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.77729012002736,-1.6298134199780474]}"
444,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.23884908728982,-1.431285742187633]}"
445,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.25681539297221,-3.6447346022581346]}"
446,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.92803199898447,-0.664124489549561]}"
447,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.75787736132668,1.7173093286512904]}"
448,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.66480274932819,-0.5338687733522312]}"
449,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.21871310207999,0.8333670890776812]}"
450,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.39153981418089,0.46146456145219883]}"
451,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.91832561963413,-0.3793585444836731]}"
452,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.15223777105516,2.722524131581035]}"
453,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.74512585857403,-1.889426537088589]}"
454,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.66285390139424,0.7049080034485895]}"
455,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.95660299930132,-1.009077558651457]}"
456,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.075880971905,2.513216670381186]}"
457,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.89766436809938,-0.8150414572816409]}"
458,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.87645497883045,-2.0915474760154815]}"
459,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.44024679970757,0.2764116129235772]}"
460,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.09509577042145,-0.05596504220064524]}"
461,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.54662105219288,0.905232311807243]}"
462,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.78517699740021,-0.5967508432405975]}"
463,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.24244234842631,-1.0737562591080643]}"
464,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.8985626833835,-0.9372123359218953]}"
465,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.52326485480577,1.6391558989328914]}"
466,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.83513247576096,0.11471486178206369]}"
467,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.31520588643998,0.1937666067845818]}"
468,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.54085811152896,-2.3017532524994486]}"
469,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.69482020266334,-1.313606439967975]}"
470,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.42120708996609,-1.1779608320659278]}"
471,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.08289240540297,-0.9830264154119916]}"
472,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.75303560735614,-3.1659325558224296]}"
473,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.90702056989977,-0.7000571009143428]}"
474,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.66679734008066,-2.8039114963222627]}"
475,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.435580134512,0.15334241899920276]}"
476,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.92226905832055,1.9257184745670193]}"
477,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.27368542318625,-2.3457707014213067]}"
478,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.0131739907916,1.6301727460916968]}"
479,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.2664989009133,-0.9291274983648208]}"
480,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.743702276965,-3.035676839625099]}"
481,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.65312465063464,0.8540283406124294]}"
482,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.53708976161751,-0.3182731051635459]}"
483,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.12728290328403,5.880102355261153]}"
484,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.9876709852863,-1.3279794845138877]}"
485,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.98480095065898,1.805344226495003]}"
486,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.10120888863531,-0.6344800851736174]}"
487,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.38078290218071,4.863209453637854]}"
488,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.62692129002946,-3.572869379528573]}"
489,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.28790625036646,5.525267818033942]}"
490,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.13823777546844,-0.7755155847803827]}"
491,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.92354042256387,0.4039723832685498]}"
492,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.6685939706489,-1.086332673085737]}"
493,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.99937195538911,4.681749766245711]}"
494,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.04930456234061,0.039256377916023766]}"
495,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.20346461365922,1.922125213430541]}"
496,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.73362284865546,-0.9991960905261426]}"
497,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.29382140839608,0.09315529496319463]}"
498,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.77621671596827,-1.1644861028041351]}"
499,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.19535690469289,2.1961113750869954]}"
500,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.17342428891482,-0.2877303855034823]}"
501,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.4882305587251,1.4460181128471943]}"
502,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.4813942140021,-1.7834253335624854]}"
503,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.39585630182651,1.958956140079441]}"
504,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.3788111828375,4.526341222093034]}"
505,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.00508915323452,0.04644290018898012]}"
506,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.39872633645385,-2.2065318323827796]}"
507,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.28014871895007,1.1702353206225018]}"
508,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.41778891760458,-3.328527622248062]}"
509,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.25536893995393,1.8376835767233057]}"
510,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.06762104557293,-1.165384418088255]}"
511,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.38220648378974,-1.2040119753053933]}"
512,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.03276183826725,2.1071781619591627]}"
513,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.87288458910324,-1.0899259342222152]}"
514,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.81718904148782,2.7171342398763176]}"
515,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.30497424076472,5.37884242672246]}"
516,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.81806448536268,-2.1068188358455124]}"
517,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.76561202133381,1.709224491094214]}"
518,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.04641165630402,0.4174471125303425]}"
519,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.33926243892698,2.5572341193030423]}"
520,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.26310359996106,-1.505845910769553]}"
521,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.23685449653736,-0.13411847191904425]}"
522,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.84089541642487,4.547002473627783]}"
523,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.29040323603458,-1.2489277395113696]}"
524,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.51281237753702,-2.044835081241267]}"
525,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.56241767834783,0.886367690840733]}"
526,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.0872088930486,-0.5446485567616657]}"
527,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.21961141736412,0.008713658255960155]}"
528,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.93826364465973,-1.5579481972484857]}"
529,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.51480696828949,3.603771425302285]}"
530,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.18764511609501,-1.3630137805945495]}"
531,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.1209946962952,-1.1644861028041351]}"
532,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.96396461034925,0.38061618588144164]}"
533,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.63767820202963,-1.144723166553506]}"
534,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.30727326624863,0.9708093275479674]}"
535,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.65926064025776,-2.3394824944324686]}"
