system:index,cluster,.geo
536,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.41866436147944,0.8189940445317685]}"
537,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.51355847545543,6.535872512668403]}"
538,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.71762826231627,-2.4724331564821593]}"
539,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.02125882834868,1.3822377276747089]}"
540,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.89352296922873,-1.6639494007745892]}"
541,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.74532381875827,3.4555494034225642]}"
542,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.1229664156384,-1.2246732268401423]}"
543,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.5760674963846,-1.1007057176316497]}"
544,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.4461619577372,2.5850818931107478]}"
545,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.22552657539374,0.1623255718403982]}"
546,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.812499504883,0.924096932773752]}"
547,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.81269746506723,1.5915451888745569]}"
548,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.97616797536773,2.4709958520275688]}"
549,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.07947423304147,2.8662545770401584]}"
550,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.26921671817492,-1.9154776803280544]}"
551,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.7204982969436,-0.06674482561007977]}"
552,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.98515112820891,-0.45391871306559395]}"
553,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.48478951495434,-2.5083657678469393]}"
554,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.22574740698724,4.659291884142723]}"
555,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.07677928718911,2.3317569829890425]}"
556,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.5122871112121,-0.9093645621141917]}"
557,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.77334668134094,-3.169525816958908]}"
558,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.24658374729695,5.654625218947153]}"
559,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.3619182812142,-1.6208302671368529]}"
560,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.42550070620246,-1.3225895928091713]}"
561,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.43288518865964,-3.1228134221846915]}"
562,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.36386712914816,1.6643087268882386]}"
563,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.5810843391301,0.4021757527003107]}"
564,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.67328350725373,1.4729675713707797]}"
565,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.62567279719539,1.2187443459649554]}"
566,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.34178229600437,-3.265645552359697]}"
567,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.82470286990147,-0.6506497602877683]}"
568,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.85956207720716,1.192693202725489]}"
569,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.64291587636863,-0.9497887498995699]}"
570,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.28087194545921,-2.5101623984151775]}"
571,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.61863849228816,1.6589188351835213]}"
572,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.53763789935168,0.9887756332303583]}"
573,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.05269986329286,-2.0304620366953543]}"
574,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.97274980300622,-0.1583729845902706]}"
575,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.34215534496357,-2.882064926040661]}"
576,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.66193271470087,-2.5865191975653374]}"
577,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.99864872887997,3.4196167920577833]}"
578,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.48533765268851,3.3621246138741343]}"
579,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.31538097521496,3.2866661300080944]}"
580,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.53871130341078,3.198631232164381]}"
581,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.3202227291855,0.790247955439944]}"
582,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.43181178460055,3.474414024389074]}"
583,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.81087796308974,1.0408779197092901]}"
584,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.62529974823619,-0.605733996081792]}"
585,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.54300491964715,-0.23113652260395234]}"
586,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.77172513954767,4.258643267425416]}"
587,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.74243091272167,-1.9226642026010108]}"
588,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.47869926814974,-0.0056593862899525504]}"
589,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.42138217874106,-1.371996933435744]}"
590,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.45174980962615,-3.554903073846182]}"
591,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.26939180694988,0.2898863421853699]}"
592,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.49611743609795,-2.179582373859194]}"
593,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.592260042908,1.3211522883545808]}"
594,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.54534968794955,4.170608369581704]}"
595,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.40466436589273,-1.5606431431008438]}"
596,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.80134667251436,1.7011396535371386]}"
597,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.35600312318456,1.114539773007091]}"
598,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.69032862624275,2.570708848564835]}"
599,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.84503681529553,2.5976583070884214]}"
600,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.83727928387914,1.1980830944302063]}"
601,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.2582618459905,-0.42157936283729036]}"
602,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.80371431222603,0.13896937445329094]}"
603,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.82078230262431,0.1766986163863109]}"
604,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.91455726972268,-3.461478284297751]}"
605,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.02485208948515,-1.0791461508127806]}"
606,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.1289044450773,4.115811137250413]}"
607,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.67974680301754,-0.29761185362879683]}"
608,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.26005847655875,6.09120644702924]}"
609,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.98230396499085,1.457696211540748]}"
610,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.28556148206404,0.5270415771929242]}"
611,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.93359697946416,3.53819440956156]}"
612,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.05611803565436,-0.18711907368209602]}"
613,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.2706631711932,1.0893869450517446]}"
614,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.22861744161456,1.17293026647486]}"
615,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.3329971033474,0.5548893510006287]}"
616,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.62602297474534,-2.482314624607474]}"
617,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.5246884364148,3.9020120996299665]}"
618,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.57896040242117,6.093901392881599]}"
619,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.42138217874106,4.5514940500483805]}"
620,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.1513623271803,0.4372100487809716]}"
621,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.32992910853584,2.068550604742023]}"
622,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.5029309094117,0.19556323735282088]}"
623,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.29309818188695,-1.4232009046305567]}"
624,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.75520528688358,3.5166348427426914]}"
625,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.5810843391301,-1.7582725056071382]}"
626,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.63987075296633,5.004244953244619]}"
627,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.13444655414773,0.8495367641918321]}"
628,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.71458313891397,-0.7162267760284937]}"
629,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.08972875012599,0.2710217212188599]}"
630,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.20596159932735,0.24497057797939448]}"
631,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.15817580049404,0.7489254523704458]}"
632,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.09494355305573,3.548075877686875]}"
633,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.2623803734519,0.3401919980960635]}"
634,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.8940711069629,1.0408779197092901]}"
635,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.20094475658183,1.8376835767233057]}"
636,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.35381057224787,-1.219283335135426]}"
637,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.54050793397901,3.0351378504546282]}"
638,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.06976785369113,-1.8247478366319836]}"
639,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.48733224344099,-0.7755155847803827]}"
640,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.6272714675794,-0.8132448267134027]}"
641,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.34125702967945,-3.571072748960333]}"
642,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.38220648378974,-3.2907983803150422]}"
643,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.67488217763774,-0.01823580026762528]}"
644,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.12294354422914,1.5026119757467242]}"
645,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.68334006415401,2.5554374887348033]}"
646,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.94996461476254,4.964719080743361]}"
647,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.4964676136479,0.36354819548317074]}"
648,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.34377688675684,-1.162689472235897]}"
649,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.49504403203886,-2.143649762494414]}"
650,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.83979914095653,0.43990499463333066]}"
651,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.0906270654101,0.6141781597525178]}"
652,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.56815774760248,2.4449447087881024]}"
653,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.46826966229025,3.3657178750106116]}"
654,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.28915474320051,-3.095863963661106]}"
655,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.64900612317325,-1.2920468731491077]}"
656,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.11470648930636,-3.5782592712332892]}"
657,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.70974138494343,-1.9981226864670507]}"
658,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.75500732669934,-1.352233997185115]}"
659,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7253629223234,2.5186065620859033]}"
660,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.22322754990985,5.465080693997934]}"
661,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.31393452219666,-2.747317633422732]}"
662,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.14128289887074,2.0586691366167083]}"
663,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.21856088471428,1.21065950840788]}"
664,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.75483223792438,-2.792233397628708]}"
665,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.18477508146768,-0.2517977741387014]}"
666,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.64775763033919,-3.343798982078095]}"
667,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.46018482473318,-2.5730444683035447]}"
668,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.28411502904575,0.8998424201025257]}"
669,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.3953310355016,-0.7728206389280246]}"
670,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.00097062577312,1.5097984980196806]}"
671,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.36730817291891,-0.550936763750502]}"
672,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.55919746617054,5.973527144809583]}"
673,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.51947363348506,3.5094483204697355]}"
674,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.83874860830669,2.91835686351909]}"
675,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.65511924138711,-2.9485402570655044]}"
676,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.43073838054146,1.3741528901176325]}"
677,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.75143693697213,2.4278767183898315]}"
678,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.16858253494428,-0.702752046766701]}"
679,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.72249288769608,-0.8213296642704773]}"
680,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.13858795301839,-2.63772316876015]}"
681,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.14040745499588,1.419966969607728]}"
682,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.71907471533457,-3.2979849025879986]}"
683,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.24745919117181,-0.79707515159925]}"
684,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.22682081104632,2.629997657316724]}"
685,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.92229192972981,5.213552414444468]}"
686,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.40987916882248,2.874339414597234]}"
687,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.12241827790423,-2.3385841791483504]}"
688,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.8850879541217,-2.0080041545923653]}"
689,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.65636773422118,-1.278572143887315]}"
690,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.41222393712489,-1.8499006645873308]}"
691,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.40321791287444,0.9645211205591311]}"
692,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.44563669141229,-2.0124957310129634]}"
693,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.73723898120119,4.009809933724309]}"
694,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.98517399961817,3.224682375403847]}"
695,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.05469445404532,-1.0180607114926534]}"
696,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.35276003959802,-0.17005108328382512]}"
697,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.51480696828949,-1.0351287018909243]}"
698,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.42048386345694,3.067477200682931]}"
699,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.64613608854592,-2.847928945244119]}"
700,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.30262947246231,-3.056338091159848]}"
701,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.42515052865251,-1.2372496408178169]}"
702,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.26110900920858,2.2760614353736326]}"
703,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.34500250818165,-0.8662454284764536]}"
704,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.28393994027077,-2.8353525312664445]}"
705,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.4671733868219,0.20095312905753726]}"
706,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.30836954171697,-1.8463074034508526]}"
707,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.22412586519397,2.8069657682882694]}"
708,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.0263214139127,4.633240740903257]}"
709,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.07283584850269,-1.4285907963352749]}"
710,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.10787014458334,-0.35690066238068496]}"
711,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.35383344365712,-1.298335080137944]}"
712,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.06275642019314,-0.8078549350086845]}"
713,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.45821310538996,-3.2036617977554496]}"
714,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.18782020486998,3.491482014787345]}"
715,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.87520648599639,0.02578164865423105]}"
716,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.96037134921278,-2.9197941679736807]}"
717,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.35760179356858,4.3421865888485325]}"
718,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[118.68119325603583,5.223433882569783]}"
719,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.12905666244302,-0.9650601097296008]}"
720,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.85561863852074,0.3428869439484217]}"
721,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.23702958531233,-1.334267691502724]}"
722,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.547519367477,5.907051813784738]}"
723,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.14811924359375,0.617771420888996]}"
724,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.09007892767593,-2.749114263990972]}"
725,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.06168301613405,-1.9900378489099761]}"
726,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.72087134590281,-2.1679042751656414]}"
727,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.84735871218868,-2.0098007851606052]}"
728,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.79418302165067,4.23349043947007]}"
729,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.95408314222394,0.942961553740262]}"
730,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.50672213073241,-0.3308495191412195]}"
731,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.22822152124611,1.0345897127204537]}"
732,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.53564330859922,-2.2846852621011777]}"
733,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.10535028750596,-2.691622085807321]}"
734,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.67597845310608,1.6831733478547486]}"
735,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.0149934927691,-3.347392243214573]}"
736,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.36426304951661,5.408486831098404]}"
737,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.10445197222184,-2.810199703311099]}"
738,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.45803801661499,-0.5895643209676411]}"
739,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.88239300826935,-2.064598017491896]}"
740,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.69015353746776,-2.235277921474605]}"
741,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.2638268264702,-2.5505865862005574]}"
742,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.33783885731795,-1.7268314706629564]}"
743,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.76471370604969,-2.670960834272572]}"
744,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.07515774539584,-2.7796569836510354]}"
745,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.96738278271076,-1.8849349606679908]}"
746,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.94328048740525,0.10752833950910734]}"
747,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.70325521777036,0.6680770767996886]}"
748,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.26904162939994,5.6627100565042285]}"
749,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.05990925697506,-3.2593573453708586]}"
750,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.55038940210433,-1.005484297514979]}"
751,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.07680215859837,2.459317753334015]}"
752,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.34070889194527,-2.7383344805815373]}"
753,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.01534367031904,-1.7501876680500636]}"
754,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.63123777767508,1.2196426612490754]}"
755,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.27925040366594,-0.9192460302395062]}"
756,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.08848025729192,2.4081137821392025]}"
757,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.46899288879939,-1.5085408566219112]}"
758,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.2499790482492,-2.0888525301631233]}"
759,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.03528169534464,-1.2228765962719041]}"
760,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.14003440603668,4.6853430273821886]}"
761,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.14559938651637,-1.8373242506096563]}"
762,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.04479011451075,-0.35959560823304404]}"
763,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.83603079104508,-1.294741819001466]}"
764,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.39515594672662,-3.536038452879671]}"
765,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.8354826533109,-0.3470191942553704]}"
766,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.84573717039542,0.6447208794125814]}"
767,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.98984066481374,-0.8896016258635608]}"
768,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.16571250031694,-1.0962141412110515]}"
769,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.98320228027497,1.784682974960254]}"
770,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.78896821872092,-0.7297015052902864]}"
771,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.70614812380695,-0.9938061988214262]}"
772,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.61955967898153,-0.9497887498995699]}"
773,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.08146882379394,5.692354460880173]}"
774,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.92316737360467,-2.59909561154301]}"
775,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.52701033330796,-2.6826389329661264]}"
776,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.07263788831845,-2.7266563818879828]}"
777,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.71223837061156,-2.8236744325728917]}"
778,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.30836954171697,-3.0284903173521425]}"
779,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.59510720612607,-2.8587087286535535]}"
780,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.08613548898951,-1.028840494902088]}"
781,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.64451454675265,-3.3024764790085968]}"
782,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.75555546443353,-2.4490769590950503]}"
783,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.74961743499463,-3.059033037012206]}"
784,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.33911022156127,0.0042220818353619904]}"
785,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.35814993130275,-3.458783338445393]}"
786,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.46986833267425,1.881701025645162]}"
787,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.77242549464756,0.9196053563531548]}"
788,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.8557937272957,0.446193201622167]}"
789,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.08596040021453,0.050036161325458295]}"
790,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.27495678742957,-1.5561515666802457]}"
791,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.9756427090428,-1.9415288235675217]}"
792,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.15188759350521,-2.3996696184684776]}"
793,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.92820708775945,-2.904522808143648]}"
794,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.07553079435505,-2.6790456718296483]}"
795,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.12531118394082,3.7322305109313767]}"
796,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.31772574351737,-0.20059380294388873]}"
797,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.50008374619364,0.26563182951414355]}"
798,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.66140744837594,-3.2351028326996314]}"
799,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.94148385683701,0.42373531951917887]}"
800,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.73184908949646,3.6127545781434804]}"
801,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.33494595128136,0.7067046340168286]}"
802,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.40286773532449,-2.7742670919463173]}"
803,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.4517269382169,-2.232582975622247]}"
